repertoire,run_id,server_rc,client_rc,status,kind,papers,consistency_mode,server_optimizer,distribution,server_eval_accuracy,server_eval_f1_macro,server_loss_pred,server_loss_grad,server_loss_post,server_loss_replay,server_train_sec,server_logits_bytes
ac_lpred_df,run_20260706_213603_cmp_ac_lpred_df,0,0,ok,proposed,FedDF [3],lpred,adamw,distill,0.6333333333333333,0.5970695970695971,0.023195385932922363,0.0,0.0,0.0,1420.3447567999829,2887
